page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,year
411512,Rusty ,\/Rusty_(Earth-616),Secret Identity,Good,NA,Brown Hair,Male,NA,Living Characters,4,Aug-41,1941
458596,Solidus Scriggles ,\/Solidus_Scriggles_(Earth-616),Public Identity,Good,NA,Blond Hair,Male,NA,Living Characters,4,Oct-41,1941
471132,Douglas MacArthur ,\/Douglas_MacArthur_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,4,Mar-42,1942
483449,Knobby ,\/Knobby_(Earth-616),NA,Good,NA,NA,NA,NA,Living Characters,4,Dec-42,1942
469056,Wump Jump ,\/Wump_Jump_(Earth-616),Secret Identity,Neutral,NA,NA,Male,NA,Living Characters,4,Feb-42,1942
505112,Nancy Brown ,\/Nancy_Brown_(Earth-616),Public Identity,Good,NA,Black Hair,Female,NA,Living Characters,4,Dec-44,1944
521372,James Ilse ,\/James_Ilse_(Earth-616),Public Identity,Bad,NA,White Hair,Male,NA,Deceased Characters,4,Sep-46,1946
524178,Velasquesa ,\/Velasquesa_(Earth-616),Public Identity,Bad,NA,White Hair,Male,NA,Deceased Characters,4,Jan-47,1947
548351,Tumbleweed ,\/Tumbleweed_(Earth-616),Public Identity,Good,NA,Grey Hair,Male,NA,Living Characters,4,Jan-49,1949
606587,Kaesong Katie ,\/Kaesong_Katie_(Earth-616),Public Identity,Bad,NA,Black Hair,Female,NA,Living Characters,4,Jun-53,1953
12784,Ivan Kronov ,\/Ivan_Kronov_(Earth-616),Secret Identity,Bad,Yellow Eyes,Green Hair,Male,NA,Deceased Characters,4,Sep-54,1954
637973,Rick Davis ,\/Rick_Davis_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Living Characters,4,Nov-54,1954
659193,Ben Yarby (Leadville) ,\/Ben_Yarby_(Leadville)_(Earth-616),No Dual Identity,Good,NA,White Hair,Male,NA,Living Characters,4,May-55,1955
684459,Patrick Brady ,\/Patrick_Brady_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,4,Jun-55,1955
684449,Rock Murdock ,\/Rock_Murdock_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Living Characters,4,Jun-55,1955
668774,Sally Frosby ,\/Sally_Frosby_(Earth-616),Public Identity,Good,NA,Blond Hair,Female,NA,Living Characters,4,Nov-55,1955
684453,Scuttlebutt Stacy ,\/Scuttlebutt_Stacy_(Earth-616),Public Identity,Good,NA,Brown Hair,Male,NA,Living Characters,4,Jun-55,1955
644669,Smokey ,\/Smokey_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,4,Mar-55,1955
399393,Freddy Sykes ,\/Freddy_Sykes_(Earth-616),Secret Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,4,Mar-60,1960
394103,Gomdulla ,\/Gomdulla_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,4,Oct-60,1960
17506,Molten Man-Thing ,\/Molten_Man-Thing_(Earth-616),Secret Identity,Bad,NA,No Hair,Male,NA,Living Characters,4,Jan-60,1960
478585,Timothy Jones (Adult) ,\/Timothy_Jones_(Adult)_(Earth-616),Public Identity,Neutral,Hazel Eyes,Brown Hair,Male,NA,Living Characters,4,Dec-60,1960
163506,Michael Kozlov ,\/Michael_Kozlov_(Earth-616),NA,Good,NA,Blond Hair,Male,NA,Living Characters,4,Apr-61,1961
503436,Pandora ,\/Pandora_(Earth-616),NA,Neutral,NA,Red Hair,Female,NA,Living Characters,4,Nov-61,1961
7809,Rock Monster Guardian ,\/Rock_Monster_Guardian_(Earth-616),Secret Identity,NA,Red Eyes,NA,NA,NA,Living Characters,4,Nov-61,1961
86067,Boris Monguski ,\/Boris_Monguski_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,4,Nov-62,1962
13115,Gerald Marsh ,\/Gerald_Marsh_(Earth-616),Secret Identity,Bad,Brown Eyes,White Hair,Male,NA,Living Characters,4,Nov-62,1962
2436,Mary Stenson ,\/Mary_Stenson_(Earth-616),Public Identity,Bad,NA,Brown Hair,Female,NA,Living Characters,4,Sep-62,1962
397712,Two-Headed Thing ,\/Two-Headed_Thing_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,4,Apr-62,1962
511321,Bill (Security Guard) ,\/Bill_(Security_Guard)_(Earth-616),No Dual Identity,NA,NA,Brown Hair,Male,NA,Living Characters,4,Dec-63,1963
13153,Kulla ,\/Kulla_(Earth-616),Public Identity,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,4,Mar-63,1963
57079,Lawrence Zaxton ,\/Lawrence_Zaxton_(Earth-616),Secret Identity,NA,Blue Eyes,Black Hair,Male,NA,Deceased Characters,4,Aug-63,1963
9038,Red Barbarian ,\/Red_Barbarian_(Earth-616),Secret Identity,Bad,NA,Brown Hair,Male,NA,Deceased Characters,4,Jun-63,1963
42792,"Agnar, King of the Eagles ","\/Agnar,_King_of_the_Eagles_(Earth-616)",NA,Good,NA,NA,Male,NA,Living Characters,4,Jan-64,1964
247909,Ape (Old West) ,\/Ape_(Old_West)_(Earth-616),Public Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,4,Apr-64,1964
11447,Colossus (Vegan) ,\/Colossus_(Vegan)_(Earth-616),Secret Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,4,Aug-64,1964
272447,House of Shadows ,\/House_of_Shadows_(Earth-616),Secret Identity,Bad,NA,NA,NA,NA,Living Characters,4,May-64,1964
272113,Judge Lewis ,\/Judge_Lewis_(Earth-616),NA,Good,NA,Grey Hair,Male,NA,Living Characters,4,Aug-64,1964
27853,Lee Portman ,\/Lee_Portman_(Earth-616),Public Identity,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,4,Jul-64,1964
15533,Morrat ,\/Morrat_(Earth-616),Public Identity,Bad,Green Eyes,No Hair,Male,NA,Deceased Characters,4,Nov-64,1964
36947,Zota of Pergamum ,\/Zota_of_Pergamum_(Earth-616),NA,Bad,Brown Eyes,Bald,Male,NA,Living Characters,4,Sep-64,1964
345528,Bernard Harris ,\/Bernard_Harris_(Earth-616),NA,Good,NA,Brown Hair,Male,NA,Living Characters,4,Oct-65,1965
344556,Celia Rawlings ,\/Celia_Rawlings_(Earth-616),NA,Good,NA,NA,Female,NA,Deceased Characters,4,Sep-65,1965
236380,Demon (Witch Doctor) ,\/Demon_(Witch_Doctor)_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,4,Dec-65,1965
8878,Farley Stillwell ,\/Farley_Stillwell_(Earth-616),Public Identity,Neutral,NA,Brown Hair,Male,NA,Deceased Characters,4,Jan-65,1965
13172,Frank Smith ,\/Frank_Smith_(Earth-616),Secret Identity,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,4,Jan-65,1965
284600,General Wo ,\/General_Wo_(Earth-616),Secret Identity,Bad,Black Eyes,Black Hair,Male,NA,Living Characters,4,Jan-65,1965
519743,Joe (Cameraman) ,\/Joe_(Cameraman)_(Earth-616),Public Identity,NA,NA,Red Hair,Male,NA,Living Characters,4,Feb-65,1965
2666,Joseph Conroy ,\/Joseph_Conroy_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,4,Sep-65,1965
508121,Richard Uberhart ,\/Richard_Uberhart_(Earth-616),Public Identity,NA,NA,Blond Hair,Male,NA,Living Characters,4,Sep-65,1965
459747,Kukulkan ,\/Kukulkan_(Earth-616),NA,Bad,Variable Eyes,Variable Hair,Male,NA,Living Characters,4,Oct-66,1966
18571,Max Young ,\/Max_Young_(Earth-616),Public Identity,Bad,NA,NA,Male,NA,Deceased Characters,4,Jun-66,1966
141849,Ramon Dantas ,\/Ramon_Dantas_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,4,Oct-66,1966
295118,Robert Plunder ,\/Robert_Plunder_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Living Characters,4,Feb-66,1966
236859,Seidring ,\/Seidring_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,4,Mar-66,1966
40705,Tazza ,\/Tazza_(Earth-616),NA,Bad,Yellow Eyes,Black Hair,Male,NA,Living Characters,4,May-66,1966
670330,Timmy ,\/Timmy_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Living Characters,4,Oct-66,1966
141851,Toloc ,\/Toloc_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,4,Oct-66,1966
529198,Ed McMahon ,\/Ed_McMahon_(Earth-616),Public Identity,Neutral,NA,Brown Hair,Male,NA,Living Characters,4,Jul-67,1967
306552,Jim Morita ,\/Jim_Morita_(Earth-616),NA,NA,Brown Eyes,Black Hair,Male,NA,Living Characters,4,Jan-67,1967
258371,Jinni ,\/Jinni_(Earth-616),NA,Bad,Red Eyes,Black Hair,Male,NA,Living Characters,4,Feb-67,1967
306523,Rolfe Harrison ,\/Rolfe_Harrison_(Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,4,Dec-67,1967
489227,Sam (US Army) ,\/Sam_(US_Army)_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,4,Dec-67,1967
26410,Ultrana ,\/Ultrana_(Earth-616),NA,Bad,Green Eyes,White Hair,Female,NA,Living Characters,4,Jan-67,1967
1041,Agon ,\/Agon_(Earth-616),No Dual Identity,NA,NA,Black Hair,Male,NA,Deceased Characters,4,Jan-68,1968
315200,Biggie Benson ,\/Biggie_Benson_(Earth-616),No Dual Identity,Bad,NA,NA,Male,NA,Deceased Characters,4,Dec-68,1968
313158,Commander Morton ,\/Commander_Morton_(Earth-616),Public Identity,Good,NA,NA,Male,NA,Living Characters,4,Aug-68,1968
298284,Jonathan East ,\/Jonathan_East_(Earth-616),Secret Identity,Bad,Hazel Eyes,White Hair,Male,NA,Deceased Characters,4,May-68,1968
55285,Toag ,\/Toag_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,4,Jul-68,1968
19529,Dynorr ,\/Dynorr_(Earth-616),Public Identity,NA,NA,No Hair,Male,NA,Living Characters,4,Sep-69,1969
60265,Invincible Robot ,\/Invincible_Robot_(Earth-616),NA,Bad,No Eyes,No Hair,NA,NA,Living Characters,4,Apr-69,1969
1939,Kormok ,\/Kormok_(Earth-616),No Dual Identity,Bad,NA,Black Hair,Male,NA,Living Characters,4,Sep-69,1969
317999,Mama Fury ,\/Mama_Fury_(Earth-616),NA,Good,NA,White Hair,NA,NA,Living Characters,4,Jul-69,1969
311746,Man-Slayer ,\/Man-Slayer_(Earth-616),Public Identity,Bad,NA,No Hair,NA,NA,Deceased Characters,4,Apr-69,1969
504445,Marty (Driver) ,\/Marty_(Driver)_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Living Characters,4,May-69,1969
15091,Bart Dietzel ,\/Bart_Dietzel_(Earth-616),NA,Bad,NA,Brown Hair,Male,NA,Deceased Characters,4,Jan-70,1970
238046,Crypto-Man ,\/Crypto-Man_(Earth-616),Public Identity,Bad,NA,NA,NA,NA,Living Characters,4,Mar-70,1970
327610,Dan Dunn ,\/Dan_Dunn_(Earth-616),NA,Bad,Black Eyes,Blond Hair,Male,NA,Living Characters,4,Feb-70,1970
327611,Montague Hale ,\/Montague_Hale_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,4,Feb-70,1970
10211,Toru Tarakoto ,\/Toru_Tarakoto_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,4,Oct-70,1970
706138,Godfried Herter ,\/Godfried_Herter_(Earth-616),Secret Identity,Bad,Brown Eyes,Grey Hair,Male,NA,Living Characters,4,Jan-71,1971
238301,Infinity (Odin) ,\/Infinity_(Odin)_(Earth-616),No Dual Identity,Bad,NA,NA,Male,NA,Living Characters,4,Feb-71,1971
706137,Roger Phillips ,\/Roger_Phillips_(Earth-616),Secret Identity,Bad,NA,Strawberry Blond Hair,Male,NA,Living Characters,4,Jan-71,1971
707585,Roscoe (San Francisco) ,\/Roscoe_(San_Francisco)_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Deceased Characters,4,Mar-71,1971
238237,Silent One ,\/Silent_One_(Earth-616),NA,Neutral,NA,NA,Male,NA,Living Characters,4,Jan-71,1971
17419,Xeron the Starslayer ,\/Xeron_the_Starslayer_(Earth-616),Secret Identity,Good,NA,NA,Male,NA,Living Characters,4,Feb-71,1971
490922,Benjamin Savannah ,\/Benjamin_Savannah_(Earth-616),No Dual Identity,NA,NA,White Hair,Male,NA,Living Characters,4,Sep-72,1972
16779,Carl Maddicks ,\/Carl_Maddicks_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Deceased Characters,4,Mar-72,1972
34114,Ebora ,\/Ebora_(Earth-616),NA,Bad,NA,NA,Female,NA,Living Characters,4,Nov-72,1972
92806,Gadget ,\/Gadget_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,4,Aug-72,1972
12779,Katsuo Sasaki ,\/Katsuo_Sasaki_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,4,Aug-72,1972
295661,Wilma Calvin ,\/Wilma_Calvin_(Earth-616),NA,Good,NA,White Hair,Female,NA,Living Characters,4,Jun-72,1972
18441,Aelfric ,\/Aelfric_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,4,Jan-73,1973
18305,Aloysius Vault ,\/Aloysius_Vault_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,4,Dec-73,1973
109742,Black Mariah ,\/Black_Mariah_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Female,NA,Living Characters,4,Jan-73,1973
333395,Bride of Frankenstein ,\/Bride_of_Frankenstein_(Earth-616),Secret Identity,NA,NA,Black Hair,Female,NA,Living Characters,4,Mar-73,1973
43067,Charles LeJeune ,\/Charles_LeJeune_(Earth-616),Public Identity,Good,NA,Grey Hair,Male,NA,Deceased Characters,4,Sep-73,1973
30886,Christine Murrow ,\/Christine_Murrow_(Earth-616),Public Identity,NA,NA,Strawberry Blond Hair,Female,NA,Living Characters,4,Dec-73,1973
301368,Dragonus ,\/Dragonus_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,4,Jan-73,1973
2049,Ludi ,\/Ludi_(Earth-616),Secret Identity,Bad,White Eyes,Grey Hair,Male,NA,Living Characters,4,May-73,1973
554419,Madoxx ,\/Madoxx_(Earth-616),Public Identity,Good,NA,White Hair,Male,NA,Living Characters,4,Aug-73,1973
438516,Mister Six ,\/Mister_Six_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Living Characters,4,Oct-73,1973
86069,Mongu ,\/Mongu_(Earth-616),No Dual Identity,Bad,Red Eyes,Brown Hair,Male,NA,Living Characters,4,Jun-73,1973
246414,Mordecai Jones ,\/Mordecai_Jones_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,4,Mar-73,1973
15395,Murdoch Adams ,\/Murdoch_Adams_(Earth-616),NA,Good,NA,Blond Hair,Male,NA,Living Characters,4,May-73,1973
20101,Nimrod (Vampire) ,\/Nimrod_(Vampire)_(Earth-616),Secret Identity,Bad,Red Eyes,Black Hair,Male,NA,Deceased Characters,4,Oct-73,1973
15277,Ramon Garcia ,\/Ramon_Garcia_(Earth-616),Public Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,4,Jun-73,1973
249101,Ree-Zee ,\/Ree-Zee_(Earth-616),Secret Identity,Bad,Red Eyes,No Hair,Male,NA,Living Characters,4,Jan-73,1973
570105,Robert Landers ,\/Robert_Landers_(Earth-616),Public Identity,Good,NA,NA,Male,NA,Living Characters,4,May-73,1973
79531,Thomas Thunderhead ,\/Thomas_Thunderhead_(Earth-616),Secret Identity,Good,Black Eyes,Black Hair,Male,NA,Living Characters,4,May-73,1973
410772,Tryx ,\/Tryx_(Earth-616),No Dual Identity,Good,NA,Brown Hair,Male,NA,Living Characters,4,Dec-73,1973
249902,Virago ,\/Virago_(Earth-616),NA,Bad,Orange Eyes,Green Hair,Female,NA,Living Characters,4,Aug-73,1973
65502,Vlad Tepulus ,\/Vlad_Tepulus_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,4,Sep-73,1973
2749,Zartra (Atlantean) ,\/Zartra_(Atlantean)_(Earth-616),Public Identity,Good,Blue Eyes,Auburn Hair,Female,NA,Living Characters,4,Oct-73,1973
13014,Alvin Denton ,\/Alvin_Denton_(Earth-616),No Dual Identity,NA,NA,Brown Hair,Male,NA,Deceased Characters,4,Nov-74,1974
239032,Avalon (Caretaker) ,\/Avalon_(Caretaker)_(Earth-616),No Dual Identity,Good,NA,NA,NA,NA,Living Characters,4,Jan-74,1974
511955,Ayla Prentiss ,\/Ayla_Prentiss_(Earth-616),No Dual Identity,NA,Blue Eyes,Blond Hair,Female,NA,Living Characters,4,May-74,1974
643330,Celestia Denton ,\/Celestia_Denton_(Earth-616),NA,Bad,NA,NA,Female,NA,Deceased Characters,4,Nov-74,1974
15509,Cornell Cottonmouth ,\/Cornell_Cottonmouth_(Earth-616),Secret Identity,Bad,Black Eyes,Bald,Male,NA,Living Characters,4,Jun-74,1974
491158,Czar-Doon ,\/Czar-Doon_(Earth-616),Public Identity,Bad,NA,No Hair,Male,NA,Living Characters,4,May-74,1974
301738,David Eshcol ,\/David_Eshcol_(Earth-616),No Dual Identity,Good,NA,NA,Male,NA,Deceased Characters,4,Nov-74,1974
70078,FAUST (Fully Automated Unit of Structural Technology) ,\/FAUST_(Fully_Automated_Unit_of_Structural_Technology)_(Earth-616),Secret Identity,Good,NA,NA,NA,NA,Living Characters,4,Feb-74,1974
1850,Ikthalon ,\/Ikthalon_(Earth-616),Secret Identity,Bad,NA,No Hair,Male,NA,Living Characters,4,Mar-74,1974
632727,James Sinoda ,\/James_Sinoda_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,4,Jun-74,1974
438566,Jason Adamson ,\/Jason_Adamson_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,4,Jun-74,1974
43613,Krowtanem ,\/Krowtanem_(Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,4,Nov-74,1974
631619,Lenore Frankenstein ,\/Lenore_Frankenstein_(Earth-616),Public Identity,Neutral,NA,NA,Female,NA,Deceased Characters,4,Jul-74,1974
525671,Loc Do ,\/Loc_Do_(Earth-616),Public Identity,Bad,Grey Eyes,Black Hair,Male,NA,Deceased Characters,4,Aug-74,1974
438000,Loralee Tate ,\/Loralee_Tate_(Earth-616),No Dual Identity,Good,NA,NA,Female,NA,Living Characters,4,Feb-74,1974
63336,Maxwell Plumm ,\/Maxwell_Plumm_(Earth-616),NA,Bad,Black Eyes,Brown Hair,Male,NA,Deceased Characters,4,Apr-74,1974
260744,Papa Shorty ,\/Papa_Shorty_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,4,May-74,1974
13118,Protector (Rhunian Android) ,\/Protector_(Rhunian_Android)_(Earth-616),No Dual Identity,Bad,NA,No Hair,NA,NA,Living Characters,4,Jan-74,1974
491358,Rachel Dandridge ,\/Rachel_Dandridge_(Earth-616),Public Identity,Neutral,Black Eyes,Black Hair,Female,NA,Living Characters,4,Sep-74,1974
438587,Rebecca Adamson ,\/Rebecca_Adamson_(Earth-616),NA,NA,NA,NA,Female,NA,Living Characters,4,Jun-74,1974
299627,Sinbad ,\/Sinbad_(Earth-616),NA,Good,NA,Black Hair,Male,NA,Living Characters,4,Jun-74,1974
549998,Sybil Mills ,\/Sybil_Mills_(Earth-616),Public Identity,Good,Blue Eyes,NA,Female,NA,Living Characters,4,Nov-74,1974
21127,Victoria Wingate Hellstrom ,\/Victoria_Wingate_Hellstrom_(Earth-616),No Dual Identity,Neutral,Blue Eyes,Brown Hair,Female,NA,Living Characters,4,Jan-74,1974
438950,Wayne Logan ,\/Wayne_Logan_(Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,4,Jun-74,1974
502946,William Roberts ,\/William_Roberts_(Earth-616),NA,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,4,May-74,1974
654195,Yolinda ,\/Yolinda_(Earth-616),No Dual Identity,NA,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,4,Apr-74,1974
62812,Berserker (Android) ,\/Berserker_(Android)_(Earth-616),NA,Bad,NA,NA,Male,NA,Deceased Characters,4,May-75,1975
88638,Dorrek ,\/Dorrek_(Earth-616),No Dual Identity,Neutral,Green Eyes,No Hair,Male,NA,Living Characters,4,Mar-75,1975
306444,Droog ,\/Droog_(Earth-616),NA,NA,White Eyes,No Hair,Male,NA,Living Characters,4,Jun-75,1975
555584,Fer-Porr ,\/Fer-Porr_(Earth-616),NA,Bad,NA,Brown Hair,Male,NA,Living Characters,4,Mar-75,1975
244527,Garko ,\/Garko_(Earth-616),Secret Identity,Bad,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,4,May-75,1975
728056,Garth (Other Realm) ,\/Garth_(Other_Realm)_(Earth-616),No Dual Identity,Good,NA,Blond Hair,Male,NA,Living Characters,4,Jul-75,1975
1695,Geb ,\/Geb_(Earth-616),No Dual Identity,Neutral,NA,NA,Male,NA,Living Characters,4,Nov-75,1975
728058,Gorjoon (Other Realm) ,\/Gorjoon_(Other_Realm)_(Earth-616),No Dual Identity,Good,NA,Brown Hair,Male,NA,Living Characters,4,Jul-75,1975
641119,Indigo (ICON) ,\/Indigo_(ICON)_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,4,May-75,1975
18340,Jeff Cochren ,\/Jeff_Cochren_(Earth-616),NA,Good,NA,Black Hair,Male,NA,Deceased Characters,4,Aug-75,1975
439429,Juno ,\/Juno_(Earth-616),No Dual Identity,Bad,NA,Bald,Male,NA,Deceased Characters,4,Oct-75,1975
1921,Khordes ,\/Khordes_(Earth-616),Public Identity,NA,NA,NA,Male,NA,Living Characters,4,Feb-75,1975
16098,Kirov Petrovna ,\/Kirov_Petrovna_(Earth-616),NA,Bad,Blue Eyes,Black Hair,Male,NA,Deceased Characters,4,Feb-75,1975
728059,Lambert (Other Realm) ,\/Lambert_(Other_Realm)_(Earth-616),No Dual Identity,Good,NA,White Hair,Male,NA,Living Characters,4,Jul-75,1975
171682,Lazarus ,\/Lazarus_(Earth-616),Secret Identity,Bad,NA,White Hair,Male,NA,Living Characters,4,Jan-75,1975
2490,Michael Stivak ,\/Michael_Stivak_(Earth-616),Secret Identity,Good,NA,Grey Hair,Male,NA,Living Characters,4,Oct-75,1975
198954,Mister Carpenter ,\/Mister_Carpenter_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,4,May-75,1975
670969,Musenda ,\/Musenda_(Earth-616),No Dual Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,4,Mar-75,1975
14085,"Nick Lewis, Jr. ","\/Nick_Lewis,_Jr._(Earth-616)",Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,4,Nov-75,1975
249114,Raphael Zoran ,\/Raphael_Zoran_(Earth-616),Secret Identity,Bad,NA,Brown Hair,Male,NA,Living Characters,4,Dec-75,1975
71248,Rebecca Rainbow ,\/Rebecca_Rainbow_(Earth-616),Public Identity,Good,NA,Black Hair,Female,NA,Living Characters,4,Mar-75,1975
691708,Shabby Allus ,\/Shabby_Allus_(Earth-616),No Dual Identity,Good,NA,NA,Male,NA,Living Characters,4,Nov-75,1975
555580,Sro-Himm ,\/Sro-Himm_(Earth-616),NA,Bad,NA,Bald,Male,NA,Living Characters,4,Mar-75,1975
641121,Werner Schmidt (ICON) ,\/Werner_Schmidt_(ICON)_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Deceased Characters,4,May-75,1975
18343,Alexi Bruskin ,\/Alexi_Bruskin_(Earth-616),No Dual Identity,Good,NA,Black Hair,Male,NA,Deceased Characters,4,Aug-76,1976
80885,Arthur Winslow ,\/Arthur_Winslow_(Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,4,Mar-76,1976
59411,Bambi ,\/Bambi_(Earth-616),No Dual Identity,Neutral,NA,NA,Female,NA,Living Characters,4,Jan-76,1976
195283,Basilisk (Demon) ,\/Basilisk_(Demon)_(Earth-616),NA,Bad,Red Eyes,NA,Male,NA,Living Characters,4,Jun-76,1976
717551,Brother Inquisitor ,\/Brother_Inquisitor_(Earth-616),Secret Identity,Neutral,NA,NA,Male,NA,Living Characters,4,Sep-76,1976
86181,Bun-Dall ,\/Bun-Dall_(Earth-616),No Dual Identity,Neutral,NA,Bald,Male,NA,Living Characters,4,Jul-76,1976
36082,Burning Snake ,\/Burning_Snake_(Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,4,May-76,1976
486909,Dale West ,\/Dale_West_(Earth-616),No Dual Identity,Good,NA,Red Hair,Male,NA,Living Characters,4,Feb-76,1976
722684,Filippo Ayala ,\/Filippo_Ayala_(Earth-616),No Dual Identity,Bad,NA,NA,Male,NA,Deceased Characters,4,Aug-76,1976
66258,Fred Hovel ,\/Fred_Hovel_(Earth-616),Secret Identity,Bad,NA,Black Hair,Male,NA,Living Characters,4,Jan-76,1976
246353,Geoffrey Ballard ,\/Geoffrey_Ballard_(Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,4,Aug-76,1976
177130,Gingerbread Man ,\/Gingerbread_Man_(Earth-616),Secret Identity,Bad,NA,NA,Male,NA,Deceased Characters,4,Nov-76,1976
36083,Goat-Child ,\/Goat-Child_(Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,4,May-76,1976
422509,Herbert Bell ,\/Herbert_Bell_(Earth-616),No Dual Identity,Good,NA,Black Hair,Male,NA,Living Characters,4,Feb-76,1976
18732,Herbert Griswold ,\/Herbert_Griswold_(Earth-616),NA,Bad,NA,White Hair,NA,NA,Living Characters,4,Aug-76,1976
564961,Hesperus Chadwick ,\/Hesperus_Chadwick_(Earth-616),No Dual Identity,Bad,NA,Black Hair,Male,NA,Living Characters,4,Mar-76,1976
16066,Jacob Pollock ,\/Jacob_Pollock_(Earth-616),No Dual Identity,Bad,NA,NA,Male,NA,Living Characters,4,Sep-76,1976
18569,Joon Moon Yuc ,\/Joon_Moon_Yuc_(Earth-616),No Dual Identity,NA,NA,Black Hair,Male,NA,Living Characters,4,Nov-76,1976
106954,Lancelot (Iron Fist Ally) ,\/Lancelot_(Iron_Fist_Ally)_(Earth-616),Public Identity,NA,NA,Black Hair,Male,NA,Living Characters,4,Feb-76,1976
345121,Mason Harding ,\/Mason_Harding_(Earth-616),No Dual Identity,Good,NA,Grey Hair,Male,NA,Living Characters,4,Jun-76,1976
